timestamp,open_interest,source
1745182800,50766.43200000,bybit
1745186400,50833.31800000,bybit
1745190000,50745.03100000,bybit
1745193600,50695.28400000,bybit
1745197200,49172.34600000,bybit
1745200800,51036.81100000,bybit
1745204400,51598.34800000,bybit
1745208000,52015.69200000,bybit
1745211600,51759.79300000,bybit
1745215200,52004.13200000,bybit
1745218800,52515.49900000,bybit
1745222400,53016.14200000,bybit
1745226000,54445.37300000,bybit
1745229600,54383.49700000,bybit
1745233200,54662.26300000,bybit
1745236800,54053.68300000,bybit
1745240400,54292.52700000,bybit
1745244000,54292.36100000,bybit
1745247600,55683.42600000,bybit
1745251200,55812.91600000,bybit
1745254800,54867.49700000,bybit
1745258400,53986.70200000,bybit
1745262000,53679.84700000,bybit
1745265600,52845.26200000,bybit
1745269200,52727.83800000,bybit
1745272800,52482.86500000,bybit
1745276400,52447.56200000,bybit
1745280000,52170.00100000,bybit
1745283600,51269.67100000,bybit
1745287200,52539.29800000,bybit
1745290800,52993.39900000,bybit
1745294400,52602.36700000,bybit
1745298000,52790.56000000,bybit
1745301600,53056.65600000,bybit
1745305200,52969.37600000,bybit
1745308800,53113.81500000,bybit
1745312400,53666.96800000,bybit
1745316000,54067.39800000,bybit
1745319600,54368.01100000,bybit
1745323200,54725.28800000,bybit
1745326800,55121.14700000,bybit
1745330400,56404.84600000,bybit
1745334000,57163.68100000,bybit
1745337600,57261.12300000,bybit
1745341200,57049.55000000,bybit
1745344800,56848.31400000,bybit
1745348400,56944.98400000,bybit
1745352000,56501.80400000,bybit
1745355600,56486.50400000,bybit
1745359200,51873.77900000,bybit
1745362800,52306.85800000,bybit
1745366400,51917.66100000,bybit
1745370000,52111.58500000,bybit
1745373600,52180.30200000,bybit
1745377200,51956.21700000,bybit
1745380800,52096.24300000,bybit
1745384400,52330.55800000,bybit
1745388000,52787.22000000,bybit
1745391600,53006.05400000,bybit
1745395200,52937.17800000,bybit
1745398800,53324.16000000,bybit
1745402400,53604.64500000,bybit
1745406000,53698.13500000,bybit
1745409600,53628.91500000,bybit
1745413200,53086.95100000,bybit
1745416800,52760.67800000,bybit
1745420400,52872.84600000,bybit
1745424000,51973.52300000,bybit
1745427600,52044.63300000,bybit
1745431200,52337.72000000,bybit
1745434800,52357.30400000,bybit
1745438400,52048.03200000,bybit
1745442000,51870.22000000,bybit
1745445600,51927.20900000,bybit
1745449200,51672.26600000,bybit
1745452800,51532.68700000,bybit
1745456400,51709.00200000,bybit
1745460000,51619.83000000,bybit
1745463600,51774.91100000,bybit
1745467200,51706.26200000,bybit
1745470800,51540.85800000,bybit
1745474400,51547.96700000,bybit
1745478000,51323.45900000,bybit
1745481600,51470.02800000,bybit
1745485200,50997.75600000,bybit
1745488800,51016.52400000,bybit
1745492400,50847.02600000,bybit
1745496000,50927.34800000,bybit
1745499600,50922.10000000,bybit
1745503200,51090.68100000,bybit
1745506800,51048.87800000,bybit
1745510400,51548.65200000,bybit
1745514000,51807.85900000,bybit
1745517600,51975.45000000,bybit
1745521200,51820.46900000,bybit
1745524800,52348.14900000,bybit
1745528400,52333.67100000,bybit
1745532000,52507.08900000,bybit
1745535600,52613.27800000,bybit
1745539200,52523.66700000,bybit
1745542800,53009.01600000,bybit
1745546400,52448.53000000,bybit
1745550000,51724.64800000,bybit
1745553600,51924.83500000,bybit
1745557200,51933.47900000,bybit
1745560800,51707.60700000,bybit
1745564400,51504.45300000,bybit
